contact.0.cellphone,contact.0.name,contact.0.surname,contact.1.cellphone,contact.1.name,contact.1.surname,person.address.address,person.address.cap,person.address.house_number,person.address.municipality,person.birthdate,person.cellphone,person.codice_fiscale,person.name,person.sex,person.surname,test.0.datetime,test.0.healtcarePersonnel.codice_fiscale,test.0.healtcarePersonnel.name,test.0.healtcarePersonnel.surname,test.0.id_authorized_body,test.0.result,test.0.type,test.1.datetime,test.1.healtcarePersonnel.codice_fiscale,test.1.healtcarePersonnel.name,test.1.healtcarePersonnel.surname,test.1.id_authorized_body,test.1.result,test.1.type,test.2.datetime,test.2.healtcarePersonnel.codice_fiscale,test.2.healtcarePersonnel.name,test.2.healtcarePersonnel.surname,test.2.id_authorized_body,test.2.result,test.2.type,test.3.datetime,test.3.healtcarePersonnel.codice_fiscale,test.3.healtcarePersonnel.name,test.3.healtcarePersonnel.surname,test.3.id_authorized_body,test.3.result,test.3.type,vaccination.0.brand,vaccination.0.datetime,vaccination.0.dose,vaccination.0.healtcarePersonnel.codice_fiscale,vaccination.0.healtcarePersonnel.name,vaccination.0.healtcarePersonnel.surname,vaccination.0.id_authorized_body,vaccination.0.lot,vaccination.0.production_date,vaccination.0.type,vaccination.1.brand,vaccination.1.datetime,vaccination.1.dose,vaccination.1.healtcarePersonnel.codice_fiscale,vaccination.1.healtcarePersonnel.name,vaccination.1.healtcarePersonnel.surname,vaccination.1.id_authorized_body,vaccination.1.lot,vaccination.1.production_date,vaccination.1.type
+39375384840,Gabriel,Furlan,+39322953248,Behare,Vitale,Via Roma,81010,39,Ciorlano,1953-01-21,+393137972903,DMRPLN53A21A056V,Paolino,M,Di Mauro,2021-12-05 05:22:31,GLNDRD91A31D211R,Eduard,Giuliani,61acd3e25ca7e964a122dee9,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-11-29 07:57:08,1,CCHPQL76T26G953T,Pasquale,Occhipinti,61acd3e25ca7e964a122dee9,368,2020-10-24 00:00:00,vector vaccine,AstraZeneca,2021-12-27 07:57:08,2,CNTLCN45R48M213B,Luciana,Conti,61acd3e25ca7e964a122def2,401,2020-10-28 00:00:00,vector vaccine
+39324845247,Filippo,Capasso,+39330064603,Emanuela,Carrozzo,Via A. D`aosta,14017,32,Valfenera,1932-06-18,+39396922664,TMSLNZ32H18B783R,Lorenzo Federico Giuseppe,M,Tomasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-11-14 11:18:51,1,CSTLBR01H07L030N,Lamberto,Costa,61acd3e25ca7e964a122deeb,128,2020-08-27 00:00:00,vector vaccine,,,,,,,,,,
+39330158704,Adina-mihaela,Porcu,+39345870178,Claudio,Corazza,Via Carlo De Marco,80137,9,Napoli,1947-05-02,+393846378790,GMPGRL47E42I729H,Gabriella Dina,F,Gamper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-11-23 20:57:59,1,QNTFNC85R44A196Z,Francesca,Quinto,61acd3e25ca7e964a122deef,488,2020-11-08 00:00:00,vector vaccine,,,,,,,,,,
+393516141061,Mohammed,Silvestri,+393883899518,Rocco,Arena,Corso Della Repubblica,89048,16,Siderno,1935-07-31,+39358615932,FRRFNT35L71G233W,Eufemia Antonia,F,Ferraro,2021-12-04 10:23:47,PLMRRT33E60B357C,Robertina,Palumbo,61acd3e25ca7e964a122dee6,Positive,Molecular,2021-12-10 09:18:48,MNCYLN72E43D201U,Aylin,Mancini,61acd3e25ca7e964a122dee7,Positive,Antigen,2021-12-10 16:15:56,VCHGRT72E50F677K,Greta,Vichi,61acd3e25ca7e964a122def0,Positive,Antigen,,,,,,,,Johnson & Johnson,2021-10-14 21:05:06,1,BNCGPP92R61G692K,Giuseppa,Bianco,61acd3e25ca7e964a122def1,309,2020-10-13 00:00:00,vector vaccine,Johnson & Johnson,2021-11-11 21:05:06,2,QNTFNC85R44A196Z,Francesca,Quinto,61acd3e25ca7e964a122deef,145,2020-09-02 00:00:00,vector vaccine
+393501654410,Mor,Greppi,+393399595910,Angela,Romano,Via Madonna Di Pompei,74023,100 c/d,Grottaglie,1934-04-25,+39350494955,RSSSRN34D65B129I,Sabrina,F,Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-02-13 11:09:55,1,FRRMGR56T69E795D,Mariagrazia,Ferrari,61acd3e25ca7e964a122def0,199,2020-09-10 00:00:00,vector vaccine,,,,,,,,,,
+39374726063,Cristian,Davoli,+39349069805,Jing,Ricci,Via Centro,32037,124,Sospirolo,1974-06-12,+39331964860,MNZGNI74H12L184E,Gino,M,Menozzi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393169394784,Michela,Venturelli,+39399077406,Mario,Montagna,Piazza Umberto I,81044,11,Conca Della Campania,1949-06-04,+39398705477,RMNMRZ49H04H428K,Maurizio,M,Romano,2021-11-27 22:52:45,FBBLNZ29S22G879A,Lorenzo,Fabbri,61acd3e25ca7e964a122dee5,Negative,Antigen,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-03-03 20:05:02,1,QNTFNC85R44A196Z,Francesca,Quinto,61acd3e25ca7e964a122deef,307,2020-10-06 00:00:00,vector vaccine,,,,,,,,,,
+393630347101,Sander,Colombo,+393328028817,Mattia,Montanari,Piazza Giuseppe Garibaldi,91022,14,Castelvetrano,1928-04-08,+39392173672,BNCGNI28D48C567D,Gina,F,Bianchi,2021-11-21 17:08:36,FRRGNN94B49G820Z,Giovanna,Ferrari,61acd3e25ca7e964a122deef,Positive,Molecular,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-11-05 23:18:04,1,FRRDNT40P19B048J,Donato,Ferraro,61acd3e25ca7e964a122def4,200,2020-09-15 00:00:00,vector vaccine,Johnson & Johnson,2021-12-03 23:18:04,2,MNCYLN72E43D201U,Aylin,Mancini,61acd3e25ca7e964a122dee7,309,2020-10-13 00:00:00,vector vaccine
+393433201619,Lucia,Belotti,+393945173948,Diljane,Stigliano,Viale Marinetti,143,211,Roma,1992-12-19,+393346045486,PNNGAI92T59G382K,Gaia,F,Pinna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39363067103,Valentina,Magnani,+39380507579,Arianna,Zanella,Via Rieti,10142,55,Torino,1967-07-27,+393960164310,MRNMNC67L67H359W,Monica,F,Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-03-30 17:16:20,1,FRRMSM48T15B418T,Massimiliano,Ferrero,61acd3e25ca7e964a122deee,488,2020-11-08 00:00:00,mRNA vaccine,Moderna,2021-04-27 17:16:20,2,MRNKLD55A18B288O,Klaodio,Marino,61acd3e25ca7e964a122def1,444,2020-11-06 00:00:00,mRNA vaccine
+393125371957,Laureta,Palmisani,+39347117810,Carmela,Bartolini,Via Cavour,46031,31,Bagnolo San Vito,1928-03-14,+393268476352,RSSMTN28C54F537R,Martina,F,Russo,2021-11-15 07:23:46,FBBLNZ29S22G879A,Lorenzo,Fabbri,61acd3e25ca7e964a122dee5,Negative,Antigen,2021-11-23 02:34:40,FBBLNZ29S22G879A,Lorenzo,Fabbri,61acd3e25ca7e964a122dee5,Positive,Antigen,2021-11-12 13:26:43,BLTCRL48H69E704H,Carola,Belotti,61acd3e25ca7e964a122def0,Positive,Antigen,,,,,,,,Pfizer-BioNTech,2021-11-27 06:40:33,1,CNTLCN45R48M213B,Luciana,Conti,61acd3e25ca7e964a122def2,401,2020-10-28 00:00:00,mRNA vaccine,,,,,,,,,,
+39392309887,Carlo,Innocenti,+393326880511,Selamawit,De Lucia,Piazza Bastrieri,19025,4,Portovenere,1946-10-21,+39383419954,CSTPNN46R61A083A,Pierina Anna,F,Costa,2021-11-29 15:34:39,RSSLRI79C47D493P,Ilaria,Rossi,61acd3e25ca7e964a122dee3,Negative,Molecular,2021-11-26 10:01:57,ZNNLCU80H62C422B,Lucia,Zennaro,61acd3e25ca7e964a122dee2,Positive,Molecular,2021-11-15 17:19:46,CRRMSM23L12C964S,Massimiliano,Carraro,61acd3e25ca7e964a122deea,Positive,Antigen,,,,,,,,Johnson & Johnson,2021-12-18 13:38:06,1,GLNDRD91A31D211R,Eduard,Giuliani,61acd3e25ca7e964a122dee9,589,2020-12-03 00:00:00,vector vaccine,Johnson & Johnson,2022-01-15 13:38:06,2,TZNPLA84C08H856P,Paolo,Atzeni,61acd3e25ca7e964a122def2,145,2020-09-02 00:00:00,vector vaccine
+393824853711,Rovena,Rossi,+39376795273,Mauro,Bodini,Via Cremagnani,20059,15/A,Vimercate,1945-02-15,+393764380034,DRLDVD45B15I392X,Davide,M,Da Rold,2021-11-30 09:00:39,PLMRRT33E60B357C,Robertina,Palumbo,61acd3e25ca7e964a122dee6,Negative,Antigen,2021-12-02 11:45:28,RLLFNC44L54F061P,Francesca,Rallo,61acd3e25ca7e964a122deec,Positive,Molecular,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-01-15 10:39:22,1,RSSLCU32P09L244G,Luca,Rossi,61acd3e25ca7e964a122deee,298,2020-10-03 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-02-12 10:39:22,2,BNCGPP92R61G692K,Giuseppa,Bianco,61acd3e25ca7e964a122def1,289,2020-09-28 00:00:00,mRNA vaccine
+393445591128,Souad,Marangon,+39331950914,Filippo,Pieri,Corso Garibaldi,87067,78,Rossano,1973-09-24,+39360847209,GROSTN73P64B036Q,Santina,F,Gori,2021-12-03 03:15:10,RSSLRI79C47D493P,Ilaria,Rossi,61acd3e25ca7e964a122dee3,Positive,Molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39351728544,Alessia,Ferraro,+39385607327,Gabriele,Luciani,Via Brennero,39100,2,Bolzano,1961-04-17,+39395636524,MLNFRC61D17B246A,Ferruccio,M,Meloni,2021-12-11 13:42:24,NGLSRN70T51F044U,Serena,Angelini,61acd3e25ca7e964a122dee4,Positive,Molecular,2021-11-26 00:15:46,FRRMGR56T69E795D,Mariagrazia,Ferrari,61acd3e25ca7e964a122def0,Negative,Antigen,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-09-15 03:07:35,1,MNTMLN87H46F363F,Milena,Montanari,61acd3e25ca7e964a122deec,199,2020-09-10 00:00:00,mRNA vaccine,,,,,,,,,,
+39392044280,Enver,Giusti,+39324231762,Yassmine,Colombo,Via Gustavo Cacini,125,59,Roma,1972-04-02,+39367681382,RSTGPL72D02E805X,Gianpaolo,M,Rosati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-11-06 10:22:38,1,CRRMSM23L12C964S,Massimiliano,Carraro,61acd3e25ca7e964a122deea,368,2020-10-24 00:00:00,mRNA vaccine,Moderna,2021-12-04 10:22:38,2,MSSGLI35R64I824J,Giulia,Messina,61acd3e25ca7e964a122def3,168,2020-09-08 00:00:00,mRNA vaccine
+39359069026,Edi Maria Angela,Proietti,+39336837233,Hakim,Ruggiero,Via Pontiglia,23030,3,Livigno,1929-01-05,+393347052594,CNTSVN29A05G270Q,Silvano,M,Conti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-06-06 09:28:33,1,MNTMLN87H46F363F,Milena,Montanari,61acd3e25ca7e964a122deec,168,2020-09-08 00:00:00,mRNA vaccine,Moderna,2021-07-04 09:28:33,2,FRLDNL93T63H531M,Daniela,Furlan,61acd3e25ca7e964a122def4,401,2020-10-28 00:00:00,mRNA vaccine
+393371906029,Giovanna Giuseppina,Barbera,+393594871396,Michelina,Anelli,Via San Rocco,18037,97,Pigna,1962-04-20,+393814510424,MNTDLA62D60C059I,Adele,F,Mantovani,2021-11-23 15:09:15,RSSSDR85P46L380X,Sandra,Rossi,61acd3e25ca7e964a122dee8,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-12-30 19:59:33,1,SRRMLY56L70F030O,Marley,Sorrentino,61acd3e25ca7e964a122deea,488,2020-11-08 00:00:00,vector vaccine,,,,,,,,,,
+393377480849,Corinna,Gallo,+393566753883,Emanuele,Vailati,Via Milano,10036,29,Settimo Torinese,1944-12-27,+39390843361,DBRGRL44T27I907D,Gabriele,M,Di Bari,2021-11-17 17:26:43,RSSLRI79C47D493P,Ilaria,Rossi,61acd3e25ca7e964a122dee3,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-02-06 13:13:42,1,LNRSMN22S46D454I,Simona,Leonardi,61acd3e25ca7e964a122def4,368,2020-10-24 00:00:00,vector vaccine,,,,,,,,,,
+393293312376,Mario,Rossi,+39331088961,Silvia,Manca,Via Duomo,80138,32,Napoli,1922-11-27,+39347065240,ZZIHMZ22S27M092A,Hamza,M,Izzo,2021-12-02 16:14:50,FRRMSM48T15B418T,Massimiliano,Ferrero,61acd3e25ca7e964a122deee,Negative,Antigen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39337983127,Flavio,Ferrari,+393149312230,Daria,Mancini,Piazza Martiri Della Libert,16010,1,Tiglieto,1970-07-14,+393498379356,CCHSST70L14A014L,Sebastian,M,Occhipinti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393559878662,Ines,Bionaz,+393796613539,Schanelle,Peaquin,Corso Vittorio Emanuele,87017,15,Roggiano Gravina,1983-01-31,+393517365652,PGLSKB83A31D988H,Sakib,M,Pugliese,2021-11-27 22:50:39,FRRMGR56T69E795D,Mariagrazia,Ferrari,61acd3e25ca7e964a122def0,Positive,Antigen,2021-12-05 11:24:35,MNNGLG35P12G290F,Gianluigi,Menna,61acd3e25ca7e964a122deed,Positive,Antigen,2021-12-06 00:46:36,CCHPQL76T26G953T,Pasquale,Occhipinti,61acd3e25ca7e964a122dee9,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39348546025,Ethan Steve Jose',Gamper,+39394526919,Andrea,Pastorino,Via San Martino,90034,98,Corleone,2002-07-31,+393293687677,FRRMME02L71B928Z,Emma,F,Ferraris,2021-12-02 23:33:42,FBBLNZ29S22G879A,Lorenzo,Fabbri,61acd3e25ca7e964a122dee5,Positive,Molecular,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-09-30 14:39:39,1,MSSGPP28A59D518S,Giuseppa,Messina,61acd3e25ca7e964a122dee8,199,2020-09-10 00:00:00,vector vaccine,,,,,,,,,,
+393903768135,Claudia,Santini,+393686052559,Alois,Ferrari,Via Volpiano,10032,68,Brandizzo,1976-04-27,+39325573072,RSSCST76D67I869W,Cristina,F,Rossi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-05-12 11:46:27,1,BLTCRL48H69E704H,Carola,Belotti,61acd3e25ca7e964a122def0,199,2020-09-10 00:00:00,mRNA vaccine,,,,,,,,,,
+393406304784,Shpetim,Ferraris,+393207331139,Cristian,Bruzzone,Piazza Xx Settembre,75022,16,Irsina,1978-06-03,+393252113637,LGRSCR78H03I066H,Oscar,M,Ligorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-01-12 11:31:03,1,CNTLCN45R48M213B,Luciana,Conti,61acd3e25ca7e964a122def2,350,2020-10-17 00:00:00,vector vaccine,Johnson & Johnson,2021-02-09 11:31:03,2,FRRMGR56T69E795D,Mariagrazia,Ferrari,61acd3e25ca7e964a122def0,444,2020-11-06 00:00:00,vector vaccine
+393542622093,El Hassan,Bocchi,+39398322033,Xiaoping,Talarico,Via A. Leonori,147,27,Roma,1989-07-22,+393833142980,BRTDMR89L22D488R,Diego Amir,M,Bartolucci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-09-20 13:40:24,1,BLTSMN66M03C567C,Simone,Beltrami,61acd3e25ca7e964a122def1,309,2020-10-13 00:00:00,mRNA vaccine,,,,,,,,,,
+39391193358,Mina,Pedrazzini,+393360992705,Ullah,Mura,Via Portici Minori,39042,2,Bressanone,1959-06-11,+393989355577,LGNVNT59H51H265J,Valentina,F,Laganà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-07-06 00:22:03,1,FRRKSH60P05A957L,Kreshnik,Ferrara,61acd3e25ca7e964a122def2,298,2020-10-03 00:00:00,vector vaccine,,,,,,,,,,
+39399459931,Fabio,Pappalardo,+393873230920,Emanuele,Rossi,Via Del Pavone,00063,52/54,Campagnano Di Roma,1924-05-29,+393427789743,RCCRNN24E69I381D,Arianna,F,Ricci,2021-11-30 10:39:31,ZNNLCU80H62C422B,Lucia,Zennaro,61acd3e25ca7e964a122dee2,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-10-15 23:30:21,1,MNCYLN72E43D201U,Aylin,Mancini,61acd3e25ca7e964a122dee7,289,2020-09-28 00:00:00,vector vaccine,,,,,,,,,,
+393853385447,Sergio,Bodini,+393732405900,Mario,Casagrande,Strada Nuova,27100,43,Pavia,1932-08-08,+39385855735,VLLMLA32M48L647I,Amalia,F,Vuillermoz,2021-12-12 07:10:16,ZNNLCU80H62C422B,Lucia,Zennaro,61acd3e25ca7e964a122dee2,Positive,Molecular,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+393216866757,Simonetta,Rossi,+39361010065,Bahrddine,Greco,Via 3 Novembre,98053,2,Castroreale,1938-01-06,+39325746814,MNCMRC38A06A749B,Marco,M,Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-04-18 08:12:35,1,FRNGRL35T23A844M,Gabriele,Fornara,61acd3e25ca7e964a122deec,444,2020-11-06 00:00:00,mRNA vaccine,,,,,,,,,,
+393722780424,Giovanna,Benini,+39393776784,Firmina Maria,Russo,Corso Volsci,03039,47,Sora,1923-04-16,+39321386464,MNCGCM23D16E004A,Giacomo,M,Manca,2021-12-04 16:29:05,ZNNLCU80H62C422B,Lucia,Zennaro,61acd3e25ca7e964a122dee2,Negative,Molecular,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-10-13 04:48:26,1,LNRSMN22S46D454I,Simona,Leonardi,61acd3e25ca7e964a122def4,409,2020-10-30 00:00:00,vector vaccine,,,,,,,,,,
+393299715230,Chiara,Stigliano,+39323809669,Cinzia,Arena,Via Europa,93012,100,Gela,1981-12-15,+393923876147,MRTCRS81T15D874H,Christian,M,Martinelli,2021-11-14 03:51:04,RSSLRI79C47D493P,Ilaria,Rossi,61acd3e25ca7e964a122dee3,Positive,Antigen,2021-11-26 11:46:15,PLMRRT33E60B357C,Robertina,Palumbo,61acd3e25ca7e964a122dee6,Positive,Antigen,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-03-23 19:37:07,1,FRRGNN94B49G820Z,Giovanna,Ferrari,61acd3e25ca7e964a122deef,277,2020-09-22 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-04-20 19:37:07,2,CSTLBR01H07L030N,Lamberto,Costa,61acd3e25ca7e964a122deeb,444,2020-11-06 00:00:00,mRNA vaccine
+39340192755,Samuele,Tripodi,+393994386650,Daniele,Russo,Via Vittorio Emanuele,95028,39,Valverde,1964-06-15,+39374463879,RSSCHR64H55E459L,Chiara,F,Russo,2021-12-02 09:11:17,CRRMSM23L12C964S,Massimiliano,Carraro,61acd3e25ca7e964a122deea,Negative,Molecular,2021-12-09 16:09:44,CNTNNG66D42G148H,Inyang Effiong,Conti,61acd3e25ca7e964a122dee1,Positive,Antigen,,,,,,,,,,,,,,,Moderna,2021-05-17 06:38:29,1,MNTMLN87H46F363F,Milena,Montanari,61acd3e25ca7e964a122deec,368,2020-10-24 00:00:00,mRNA vaccine,,,,,,,,,,
+39320662299,Laura,Pini,+393531553690,Massimiliano,Cossu,Piazza Degli Etruschi,40033,"6-C.C.""Meridiana""",Casalecchio Di Reno,1981-05-30,+39325197029,CNNNDR81E30A285E,Andrea,M,Cannone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-01-12 14:41:07,1,DSNLCN75P67A297X,Luciana,De Santis,61acd3e25ca7e964a122deeb,357,2020-10-19 00:00:00,mRNA vaccine,,,,,,,,,,
+39341131056,Iolanda,Conti,+39350689590,Mohammed,Mastroianni,Piazza Martiri D'ungheria,65010,2,Vicoli,1991-04-13,+393132403411,BCCSFN91D13E931M,Stefano,M,Bacci,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-09-03 14:40:02,1,MSSGPP28A59D518S,Giuseppa,Messina,61acd3e25ca7e964a122dee8,357,2020-10-19 00:00:00,vector vaccine,,,,,,,,,,
+39323146954,Giuseppe,Piscitelli,+39350633443,Houda,Martini,Piazza Dei Gerani,172,2,Roma,1951-02-23,+39352455409,GRPNLS51B23H549I,Nicolas,M,Greppi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-08-29 18:23:12,1,VLSLSN91D19B423J,Alessandro,Valsecchi,61acd3e25ca7e964a122def3,200,2020-09-15 00:00:00,vector vaccine,Johnson & Johnson,2021-09-26 18:23:12,2,CSTLBR01H07L030N,Lamberto,Costa,61acd3e25ca7e964a122deeb,298,2020-10-03 00:00:00,vector vaccine
+39335911096,Paolo,De Lucia,+39353209912,Giuseppe,Semeraro,Piazza Dei Dogi,84011,34,Amalfi,1964-07-07,+39356171280,MREMRA64L07D947T,Mauro,M,Mereu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AstraZeneca,2021-11-02 15:27:05,1,SNTVTR58B02F852V,Vittorio,Santilli,61acd3e25ca7e964a122def4,117,2020-08-25 00:00:00,vector vaccine,,,,,,,,,,
+393515472691,Vilma,Marchetti,+39387238108,Roberto,Rossi,Via Luigi Cibrario,10143,88,Torino,1990-08-30,+39379011603,CNCPLA90M70G207N,Paola,F,Concas,2021-11-24 12:05:04,CRRMSM23L12C964S,Massimiliano,Carraro,61acd3e25ca7e964a122deea,Negative,Antigen,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-08-09 23:01:59,1,LNRSMN22S46D454I,Simona,Leonardi,61acd3e25ca7e964a122def4,298,2020-10-03 00:00:00,mRNA vaccine,Moderna,2021-09-06 23:01:59,2,SNTVTR58B02F852V,Vittorio,Santilli,61acd3e25ca7e964a122def4,145,2020-09-02 00:00:00,mRNA vaccine
+39354600296,Elsa,Mazzotti,+39321896720,Adriana,Pellegrini,Via Mazzini,63030,8,Castorano,1958-09-25,+39321821313,BNCLSS58P25E428C,Alessio,M,Bianchi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-12-26 20:04:22,1,RSSLCU32P09L244G,Luca,Rossi,61acd3e25ca7e964a122deee,256,2020-09-19 00:00:00,vector vaccine,,,,,,,,,,
+393307145644,Ezio,Mura,+39398261808,Gladys Graciela,Rinaldi,Via Alessandro Manzoni,80123,151,Napoli,1925-09-10,+39347525723,MCCMRC25P10B987F,Marco,M,Macchi,2021-12-01 11:10:59,BLTCRL48H69E704H,Carola,Belotti,61acd3e25ca7e964a122def0,Positive,Antigen,2021-11-16 09:59:21,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,Positive,Molecular,2021-12-02 17:01:30,CRRMSM23L12C964S,Massimiliano,Carraro,61acd3e25ca7e964a122deea,Negative,Antigen,2021-11-22 18:57:37,RSSMLG65S42D995R,Mihaela Gabriela,Russo,61acd3e25ca7e964a122deee,Negative,Antigen,Pfizer-BioNTech,2021-04-06 23:30:54,1,FBBDNL25D66D121N,Daniela,Fabbri,61acd3e25ca7e964a122dee8,307,2020-10-06 00:00:00,mRNA vaccine,,,,,,,,,,
+39329241927,Armando Enrique,Di Iorio,+39399307885,Marco,Santoro,Via Xxviii Dicembre,16030,3,Zoagli,1984-08-02,+393944601389,SPSLSE84M42G242G,Elisa,F,Esposito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
+39360595647,Vittorio,Bodini,+39362915025,Giovanni Alberto,Esposito,Via Sopramuro,29100,7,Piacenza,1962-02-06,+39327410099,FRRPRZ62B46A634T,Patrizia,F,Ferrari,2021-11-22 13:29:23,FBBLNZ29S22G879A,Lorenzo,Fabbri,61acd3e25ca7e964a122dee5,Negative,Antigen,2021-11-27 02:50:04,GLNDRD91A31D211R,Eduard,Giuliani,61acd3e25ca7e964a122dee9,Negative,Antigen,2021-11-18 02:27:38,MNTMLN87H46F363F,Milena,Montanari,61acd3e25ca7e964a122deec,Negative,Antigen,,,,,,,,AstraZeneca,2021-11-27 17:36:46,1,QNTFNC85R44A196Z,Francesca,Quinto,61acd3e25ca7e964a122deef,307,2020-10-06 00:00:00,vector vaccine,,,,,,,,,,
+39351339458,Mediage,Magnani,+39363231060,Elena,Trevisan,Corso Alcide De Gasperi,10129,69,Torino,1956-01-07,+39353083789,MNCGRL56A47A233N,Gabriella,F,Mancini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moderna,2021-12-19 11:12:09,1,LNRSMN22S46D454I,Simona,Leonardi,61acd3e25ca7e964a122def4,357,2020-10-19 00:00:00,mRNA vaccine,,,,,,,,,,
+39397002921,Ilaria,Venturini,+393283148111,Kin,Rossi,Via Fratelli Cervi,47838,139,Riccione,1983-06-19,+393161532216,SRRDNL83H59G813N,Daniela,F,Sorrentino,2021-11-14 06:13:49,MSSGPP28A59D518S,Giuseppa,Messina,61acd3e25ca7e964a122dee8,Positive,Molecular,2021-12-09 13:13:13,FBBLNZ29S22G879A,Lorenzo,Fabbri,61acd3e25ca7e964a122dee5,Negative,Molecular,,,,,,,,,,,,,,,Pfizer-BioNTech,2021-03-19 23:49:30,1,FRRGNN94B49G820Z,Giovanna,Ferrari,61acd3e25ca7e964a122deef,199,2020-09-10 00:00:00,mRNA vaccine,Pfizer-BioNTech,2021-04-16 23:49:30,2,SRRMLY56L70F030O,Marley,Sorrentino,61acd3e25ca7e964a122deea,289,2020-09-28 00:00:00,mRNA vaccine
+393471620127,Gianmaria Carlo,Fabris,+39386831895,Valentina,Lombardi,Via Nazionale,64026,247,Roseto Degli Abruzzi,1954-11-05,+393751487275,SRRKSC54S45H856X,Katiuscia,F,Serra,2021-11-15 11:46:32,FRRMSM48T15B418T,Massimiliano,Ferrero,61acd3e25ca7e964a122deee,Positive,Antigen,,,,,,,,,,,,,,,,,,,,,,Johnson & Johnson,2021-04-12 07:59:25,1,VLSLSN91D19B423J,Alessandro,Valsecchi,61acd3e25ca7e964a122def3,457,2020-11-07 00:00:00,vector vaccine,,,,,,,,,,
+39367663351,Matteo,Rossi,+393657179767,Mustafa,Genna,Via Terrasanta,90141,20/22,Palermo,1995-11-24,+393477192651,RSSRTN95S64F943Q,Renata Angela,F,Russo,2021-11-16 00:24:26,CPPLDA40S54I281T,Alda,Coppola,61acd3e25ca7e964a122deea,Positive,Molecular,2021-11-21 09:57:16,SRRMLY56L70F030O,Marley,Sorrentino,61acd3e25ca7e964a122deea,Negative,Molecular,,,,,,,,,,,,,,,Johnson & Johnson,2021-11-18 17:47:34,1,FRRKSH60P05A957L,Kreshnik,Ferrara,61acd3e25ca7e964a122def2,589,2020-12-03 00:00:00,vector vaccine,,,,,,,,,,
